key,doi,title,year,journal,primary_pillar,best_method,confidence,all_pillars,methods_present,cited_by_reviews,rule_hits
10.1002/anie.200502000,10.1002/anie.200502000,Tailoring the Active Site of Chemzymes by Using a Chemogenetic‐Optimization Procedure: Towards Substrate‐Specific Artificial Hydrogenases Based on the Biotin–Avidin Technology,2005.0,Angewandte Chemie International Edition,Design & Engineering,section_only,1.0,Design & Engineering,section_only,07_Turner_2009_NatChemBiol,
10.1002/anie.200602529,10.1002/anie.200602529,Stereoselectivity and Expanded Substrate Scope of an Engineered PLP‐Dependent Aldolase,2006.0,Angewandte Chemie International Edition,Design & Engineering,section_priority,1.0,Design & Engineering,section_priority,07_Turner_2009_NatChemBiol,P6:\bcofactors?\b|\bNADP?\+?\b|\bNADH\b|\bNADPH\b|\bflavins?\b|\bFAD\b|\bFMN\b|\bPLP\b; P9:\baldolase\b|\bDERA\b|\bFSA\b|\bHNL\b|\bThDP\b|\btransketolase\b|\bTK\b|\bPAL\b|\baldoxime dehydratase\b|\bCAR\b
10.1002/anie.200702751,10.1002/anie.200702751,Alternate‐Site Enzyme Promiscuity,2007.0,Angewandte Chemie International Edition,Design & Engineering,section_only,1.0,Design & Engineering,section_only,07_Turner_2009_NatChemBiol,
10.1002/anie.200704606,10.1002/anie.200704606,Complete Inversion of Enantioselectivity towards Acetylated Tertiary Alcohols by a Double Mutant of a <i>Bacillus Subtilis</i> Esterase,2008.0,Angewandte Chemie International Edition,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,10_Yi_2021_ChemSocRev,P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
10.1002/anie.200705046,10.1002/anie.200705046,Rapid Determination of Both the Activity and Enantioselectivity of Ketoreductases,2008.0,Angewandte Chemie International Edition,Design & Engineering,section_only,1.0,Design & Engineering,section_only,07_Turner_2009_NatChemBiol,
10.1002/anie.200802865,10.1002/anie.200802865,Artificial Enzymes Made to Order: Combination of Computational Design and Directed Evolution,2008.0,Angewandte Chemie International Edition,Design & Engineering,consensus,1.0,Design & Engineering,consensus,07_Turner_2009_NatChemBiol,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b; P2:\bcomputational design\b|\bhotspots?\b|\btransition state (model(ing)?|analogue)\b|\bcodon (optimi[sz]ation|harmoni[sz]ation)\b
10.1002/anie.200806276,10.1002/anie.200806276,Converting an Esterase into an Epoxide Hydrolase,2009.0,Angewandte Chemie International Edition,Design & Engineering,section_priority,1.0,Design & Engineering,section_priority,07_Turner_2009_NatChemBiol,P1:\bmetagenome[- ]assembled genomes?\b|\bMAGs?\b|\bbinn?ing\b|\bcontigs?\b|\bscaffolds?\b|\bassembly\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
10.1002/anie.201006618,10.1002/anie.201006618,The Continuous‐Flow Synthesis of Carboxylic Acids using CO<sub>2</sub> in a Tube‐In‐Tube Gas Permeable Membrane Reactor,2011.0,Angewandte Chemie International Edition,"Reactors, Flow & In-Line Operations",paper_only,1.0,"Reactors, Flow & In-Line Operations",paper_only,16_Britton_2018_ChemSocRev,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b; P8:\bmembrane reactor\b|\bpervaporation\b|\bextraction (loop|module)\b|\brecirculation\b
10.1002/anie.201007051,10.1002/anie.201007051,"Sitagliptin Manufacture: A Compelling Tale of Green Chemistry, Process Intensification, and Industrial Asymmetric Catalysis",2011,Angewandte Chemie International Edition,"Sustainability, Metrics & Industrialization",paper_priority,1.0,"Sustainability, Metrics & Industrialization",paper_priority,01_Bornscheuer_2012_Nature,P10:\bPMI\b|\bprocess mass intensity\b|\bE[- ]?factor\b|\batom economy\b|\bgreen (chemistry|metrics)\b; P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
10.1002/anie.201103110,10.1002/anie.201103110,Terpene Biosynthesis: Modularity Rules,2012.0,Angewandte Chemie International Edition,Cascade & Route Design,paper_only,0.513,Cascade & Route Design,paper_only,10_Yi_2021_ChemSocRev,P2:\bconsensus\b|\bancestral\b|\bDNA shuffling\b|\bSCHEMA\b|\bProSAR\b|\bdeep mutational scanning\b|\bDMS\b; P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1002/anie.201107813,10.1002/anie.201107813,Development of an Amine Dehydrogenase for Synthesis of Chiral Amines,2012.0,Angewandte Chemie International Edition,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng,
10.1002/anie.201202375,10.1002/anie.201202375,Regio‐ and Stereoselective Monoamination of Diketones without Protecting Groups,2012.0,Angewandte Chemie International Edition,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,17_Schrittwieser_2018_ChemRev,
10.1002/anie.201206708,10.1002/anie.201206708,Engineering Enzyme Stability and Resistance to an Organic Cosolvent by Modification of Residues in the Access Tunnel,2013.0,Angewandte Chemie International Edition,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,04_Winkler_2021_ACSCentSci,P4:\borganic solvent(s)?\b|\bsolvent[- ]toleran\w*|\bcosolvents?\b|\blog ?P\b
10.1002/anie.201207081,10.1002/anie.201207081,The Emergence of the Structure of the Molecule and the Art of Its Synthesis,2013.0,Angewandte Chemie International Edition,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,04_Winkler_2021_ACSCentSci,
10.1002/anie.201209187,10.1002/anie.201209187,"Multistep Enzymatic Synthesis of Long‐Chain α,ω‐Dicarboxylic and ω‐Hydroxycarboxylic Acids from Renewable Fatty Acids and Plant Oils",2013.0,Angewandte Chemie International Edition,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,19_Lin_2017_MicrobCellFact,
10.1002/anie.201300594,10.1002/anie.201300594,Quantum Chemistry as a Tool in Asymmetric Biocatalysis: Limonene Epoxide Hydrolase Test Case,2010.0,Angewandte Chemie International Edition,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,05_Reetz_2013_JACS,P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
10.1002/anie.201300718,10.1002/anie.201300718,Two Steps in One Pot: Enzyme Cascade for the Synthesis of Nor(pseudo)ephedrine from Inexpensive Starting Materials,2013.0,Angewandte Chemie International Edition,Reaction Space & Enzyme Portfolios,section_priority,1.0,Reaction Space & Enzyme Portfolios,section_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
10.1002/anie.201300762,10.1002/anie.201300762,Regioselective Arene Halogenation using the FAD‐Dependent Halogenase RebH,2013.0,Angewandte Chemie International Edition,Cofactor & Energy Management,paper_only,0.556,Cofactor & Energy Management,paper_only,11_Hanefeld_2022_ChemSocRev,P6:\bcofactors?\b|\bNADP?\+?\b|\bNADH\b|\bNADPH\b|\bflavins?\b|\bFAD\b|\bFMN\b|\bPLP\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1002/anie.201305778,10.1002/anie.201305778,Cooperative Tandem Catalysis by an Organometallic Complex and a Metalloenzyme,2014.0,Angewandte Chemie International Edition,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,17_Schrittwieser_2018_ChemRev,P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1002/anie.201308137,10.1002/anie.201308137,Genetic Incorporation of Multiple Unnatural Amino Acids into Proteins in Mammalian Cells,2013.0,Angewandte Chemie International Edition,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng,
10.1002/anie.201308176,10.1002/anie.201308176,Rational Design of Modular Polyketide Synthases: Morphing the Aureothin Pathway into a Luteoreticulin Assembly Line,2014.0,Angewandte Chemie International Edition,Cascade & Route Design,paper_only,0.7,Cascade & Route Design,paper_only,10_Yi_2021_ChemSocRev,P1:\bmetagenome[- ]assembled genomes?\b|\bMAGs?\b|\bbinn?ing\b|\bcontigs?\b|\bscaffolds?\b|\bassembly\b; P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1002/anie.201402809,10.1002/anie.201402809,Improved Cyclopropanation Activity of Histidine‐Ligated Cytochrome P450 Enables the Enantioselective Formal Synthesis of Levomilnacipran,2014.0,Angewandte Chemie,Media & Microenvironment,section_priority,1.0,Media & Microenvironment,section_priority,06_Arnold_2018_ACIE,P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1002/anie.201406571,10.1002/anie.201406571,Chiral Amine Synthesis Using ω‐Transaminases: An Amine Donor that Displaces Equilibria and Enables High‐Throughput Screening,2014.0,Angewandte Chemie International Edition,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,03_Bell_2021_NatRevMethodsPrimers,
10.1002/anie.201409227,10.1002/anie.201409227,Introducing an In Situ Capping Strategy in Systems Biocatalysis To Access 6‐Aminohexanoic acid,2014.0,Angewandte Chemie International Edition,Immobilization & Materials,section_priority,0.621,Immobilization & Materials,section_priority,17_Schrittwieser_2018_ChemRev,P6:\bcofactors?\b|\bNADP?\+?\b|\bNADH\b|\bNADPH\b|\bflavins?\b|\bFAD\b|\bFMN\b|\bPLP\b; P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
10.1002/anie.201409470,10.1002/anie.201409470,Expanding the Enzyme Universe: Accessing Non‐Natural Reactions by Mechanism‐Guided Directed Evolution,2015.0,Angewandte Chemie International Edition,Design & Engineering,paper_only,1.0,Design & Engineering,paper_only,20_Buller_2023_Science,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
10.1002/anie.201409928,10.1002/anie.201409928,Highly Diastereoselective and Enantioselective Olefin Cyclopropanation Using Engineered Myoglobin‐Based Catalysts,2015.0,Angewandte Chemie International Edition,Immobilization & Materials,paper_only,1.0,Immobilization & Materials,paper_only,04_Winkler_2021_ACSCentSci,P1:\bmetagenome[- ]assembled genomes?\b|\bMAGs?\b|\bbinn?ing\b|\bcontigs?\b|\bscaffolds?\b|\bassembly\b; P5:\bcarrier\b|\bsupport\b|\bresin\b|\bbeads?\b|\bagarose\b|\bglyoxyl\b|\bepoxy\b|\bboronic\b|\baldehyde[- ]activated\b
10.1002/anie.201410633,10.1002/anie.201410633,An Enzyme Cascade Synthesis of ε‐Caprolactone and its Oligomers,2015.0,Angewandte Chemie International Edition,Reaction Space & Enzyme Portfolios,consensus,0.657,Reaction Space & Enzyme Portfolios,consensus,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b; P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
10.1002/anie.201411901,10.1002/anie.201411901,Directed Evolution of RebH for Site‐Selective Halogenation of Large Biologically Active Molecules,2015.0,Angewandte Chemie International Edition,Design & Engineering,paper_only,0.707,Design & Engineering,paper_only,20_Buller_2023_Science,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b; P5:\boriented immobiliz\w*\b|\bcross[- ]link(ed|ing)\b|\bfunctionaliz(ed|ation)\b|\bsite[- ]directed attachment\b
10.1002/anie.201501618,10.1002/anie.201501618,Machine‐Assisted Organic Synthesis,2015.0,Angewandte Chemie International Edition,Cofactor & Energy Management,paper_only,1.0,Cofactor & Energy Management,paper_only,16_Britton_2018_ChemSocRev,P6:\belectro(enzym\w*|chemical)\b|\bphotoenzym\w*\b|\bphotoredox\b|\bhydrogen[- ]borrowing\b
10.1002/anie.201505696,10.1002/anie.201505696,Vinylation of Unprotected Phenols Using a Biocatalytic System,2015.0,Angewandte Chemie International Edition,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,17_Schrittwieser_2018_ChemRev,
10.1002/anie.201507881,10.1002/anie.201507881,Peroxygenase‐Catalyzed Oxyfunctionalization Reactions Promoted by the Complete Oxidation of Methanol,2016.0,Angewandte Chemie International Edition,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1002/anie.201509573,10.1002/anie.201509573,Specific Enzymatic Halogenation—From the Discovery of Halogenated Enzymes to Their Applications In Vitro and In Vivo,2016.0,Angewandte Chemie International Edition,Cofactor & Energy Management,paper_only,0.641,Cofactor & Energy Management,paper_only,04_Winkler_2021_ACSCentSci,P6:\bcofactors?\b|\bNADP?\+?\b|\bNADH\b|\bNADPH\b|\bflavins?\b|\bFAD\b|\bFMN\b|\bPLP\b; P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1002/anie.201510028,10.1002/anie.201510028,Whole‐Cell Biocatalysts for Stereoselective C−H Amination Reactions,2016.0,Angewandte Chemie International Edition,Cascade & Route Design,paper_only,0.51,Cascade & Route Design,paper_only,17_Schrittwieser_2018_ChemRev,P6:\bcofactors?\b|\bNADP?\+?\b|\bNADH\b|\bNADPH\b|\bflavins?\b|\bFAD\b|\bFMN\b|\bPLP\b; P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
10.1002/anie.201603291,10.1002/anie.201603291,The Enzymology of Organic Transformations: A Survey of Name Reactions in Biological Systems,2017.0,"Angew. Chem., Int. Ed",Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,04_Winkler_2021_ACSCentSci,P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
10.1002/anie.201610821,10.1002/anie.201610821,Ten‐Minute Protein Purification and Surface Tethering for Continuous‐Flow Biocatalysis,2017.0,Angewandte Chemie International Edition,Immobilization & Materials,paper_only,0.542,Immobilization & Materials,paper_only,16_Britton_2018_ChemSocRev,P1:\bmetagenome[- ]assembled genomes?\b|\bMAGs?\b|\bbinn?ing\b|\bcontigs?\b|\bscaffolds?\b|\bassembly\b; P3:\bcell[- ]free\b|\blysate\b|\bCFE\b|\bsurface display\b|\bdisplay on (cells?|yeast|phage)\b; P5:\bimmobiliz\w*|\breus(e|ability)\b; P5:\bcarrier\b|\bsupport\b|\bresin\b|\bbeads?\b|\bagarose\b|\bglyoxyl\b|\bepoxy\b|\bboronic\b|\baldehyde[- ]activated\b; P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b; P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b
10.1002/anie.201703270,10.1002/anie.201703270,Biocatalytic Friedel–Crafts Acylation and Fries Reaction,2017.0,Angewandte Chemie International Edition,Cofactor & Energy Management,paper_only,1.0,Cofactor & Energy Management,paper_only,04_Winkler_2021_ACSCentSci;11_Hanefeld_2022_ChemSocRev,P6:\bATP regeneration\b|\bpolyphosphate\b|\bpolyP\b|\bPPK\b|\badenylate kinase\b|\bcreatine kinase\b|\bSAM\b|\bS[- ]?adenosyl[- ]?methionine\b|\bCoA\b; P10:\bsolvent recycling\b|\bvalorization\b|\bcircular economy\b|\bEHS\b|\bREACH\b
10.1002/anie.201704882,10.1002/anie.201704882,Flow Asymmetric Propargylation: Development of Continuous Processes for the Preparation of a Chiral β‐Amino Alcohol,2017.0,Angewandte Chemie International Edition,"Reactors, Flow & In-Line Operations",paper_only,1.0,"Reactors, Flow & In-Line Operations",paper_only,16_Britton_2018_ChemSocRev,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b; P8:\bPAT\b|\bprocess analytical\b|\bin[- ]line\b|\bon[- ]line\b|\b(in|on)line (NIR|Raman|FTIR|MS)\b
10.1002/anie.201707918,10.1002/anie.201707918,Adenylation Activity of Carboxylic Acid Reductases Enables the Synthesis of Amides,2017.0,Angewandte Chemie International Edition,Cofactor & Energy Management,paper_only,1.0,Cofactor & Energy Management,paper_only,04_Winkler_2021_ACSCentSci;11_Hanefeld_2022_ChemSocRev,P6:\bcofactors?\b|\bNADP?\+?\b|\bNADH\b|\bNADPH\b|\bflavins?\b|\bFAD\b|\bFMN\b|\bPLP\b
10.1002/anie.201708408,10.1002/anie.201708408,Directed Evolution: Bringing New Chemistry to Life,2018.0,Angewandte Chemie International Edition,Design & Engineering,consensus,1.0,Design & Engineering,consensus,03_Bell_2021_NatRevMethodsPrimers;04_Winkler_2021_ACSCentSci,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b
10.1002/anie.201712568,10.1002/anie.201712568,"Angew. Chem., Int. Ed",,"Angew. Chem., Int. Ed","Reactors, Flow & In-Line Operations",paper_only,1.0,"Reactors, Flow & In-Line Operations",paper_only,16_Britton_2018_ChemSocRev,P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b
10.1002/anie.201804161,10.1002/anie.201804161,"Lipase‐Catalyzed Dynamic Kinetic Resolution of <i>C</i><sub>1</sub>‐ and <i>C</i><sub>2</sub>‐Symmetric Racemic Axially Chiral 2,2′‐Dihydroxy‐1,1′‐biaryls",2018.0,Angewandte Chemie International Edition,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,04_Winkler_2021_ACSCentSci,P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
10.1002/anie.201812093,10.1002/anie.201812093,Chemo‐ and Regioselective Dihydroxylation of Benzene to Hydroquinone Enabled by Engineered Cytochrome P450 Monooxygenase,2019.0,Angewandte Chemie International Edition,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,11_Hanefeld_2022_ChemSocRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1002/anie.201812532,10.1002/anie.201812532,Hidden Conformations in <i>Aspergillus niger</i> Monoamine Oxidase are Key for Catalytic Efficiency,2019.0,Angewandte Chemie International Edition,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,20_Buller_2023_Science,P9:\btransaminase\b|\baminotransferase\b|\bω-?TA\b|\bIRED\b|\bRedAm\b|\bAmDH\b|\bMAO\b|\bmonoamine oxidase\b
10.1002/anie.201900926,10.1002/anie.201900926,"Chemoenzymatic Total Synthesis of Deoxy‐, <i>epi</i>‐, and Podophyllotoxin and a Biocatalytic Kinetic Resolution of Dibenzylbutyrolactones",2019.0,Angewandte Chemie International Edition,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,04_Winkler_2021_ACSCentSci,P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
10.1002/anie.201901242,10.1002/anie.201901242,Regio‐ and Enantio‐selective Chemo‐enzymatic C−H‐Lactonization of Decanoic Acid to (<i>S</i>)‐δ‐Decalactone,2019.0,Angewandte Chemie International Edition,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,11_Hanefeld_2022_ChemSocRev,P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
10.1002/anie.201901491,10.1002/anie.201901491,The Crucial Role of Methodology Development in Directed Evolution of Selective Enzymes,2020.0,"Angew. Chem., Int. Ed",Design & Engineering,paper_only,1.0,Design & Engineering,paper_only,04_Winkler_2021_ACSCentSci,P2:\bdirected evolution\b|\berror[- ]?prone PCR\b|\bcontinuous evolution\b|\b(PACE|OrthoRep)\b; P2:\bsite[- ]saturation\b|\bsaturation mutagenesis\b|\bNDT\b|\bVHG\b|\b22c[- ]?trick\b|\bNNK\b|\bCAST\b|\bISM\b
10.1002/anie.201904102,10.1002/anie.201904102,Asymmetric Chemoenzymatic Synthesis of (-)-Podophyllotoxin and Related Aryltetralin Lignans,2019.0,"Angew. Chem., Int. Ed",Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,04_Winkler_2021_ACSCentSci,P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
