key,pillar_num,pillar,method,confidence,doi,title,year,raw_citation,cited_by_reviews,authors,journal
10.1016/s1367-5931(00)00182-4,2,Design & Engineering,union_strong,1.0,10.1016/s1367-5931(00)00182-4,Improved biocatalysts by directed evolution and rational protein design,2000.0,Improved biocatalysts by directed evolution and rational protein design Uwe T Bornscheuer Martina Pohl 10.1016/s1367-5931(00)00182-4 Current Opinion in Chemical Biology Current Opinion in Chemical Biology 1367-5931 5 2 2000 Elsevier BV,14_Mateo_2007_BiotechnolAdv,"['Uwe T Bornscheuer', 'Martina Pohl']",Current Opinion in Chemical Biology
inverting enantioselectivity by directed evolution of hydantoinase for improved production of l-methionine o may p t nguyen f h arnold nature biotechnol 18 2000,2,Design & Engineering,union_strong,1.0,,Inverting enantioselectivity by directed evolution of hydantoinase for improved production of l-methionine,2000.0,Inverting enantioselectivity by directed evolution of hydantoinase for improved production of l-methionine O May P T Nguyen F H Arnold Nature Biotechnol 18 2000,14_Mateo_2007_BiotechnolAdv,[],Nature Biotechnol
"rhodococcus l-phenylalanine dehydrogenase: kinetics, mechanism, and structural basis for catalytic specificity nmw brunhuber j b thoden j s blanchard j l vanhooke biochemistry 39 2000",2,Design & Engineering,union_strong,1.0,,"Rhodococcus L-phenylalanine dehydrogenase: kinetics, mechanism, and structural basis for catalytic specificity",2000.0,"Rhodococcus L-phenylalanine dehydrogenase: kinetics, mechanism, and structural basis for catalytic specificity Nmw Brunhuber J B Thoden J S Blanchard J L Vanhooke Biochemistry 39 2000",09_Bommarius_2015_AnnuRevChemBiomolEng,[],Biochemistry
the consensus concept for thermostability engineering of proteins m lehmann l pasamontes s f lassen m wyss biochim. biophys. acta-protein struct. mol. enzymol 1543 2000,2,Design & Engineering,consensus,1.0,,The consensus concept for thermostability engineering of proteins,2000.0,The consensus concept for thermostability engineering of proteins M Lehmann L Pasamontes S F Lassen M Wyss Biochim. Biophys. Acta-Protein Struct. Mol. Enzymol 1543 2000,09_Bommarius_2015_AnnuRevChemBiomolEng,[],Biochim. Biophys. Acta-Protein Struct. Mol. Enzymol
10.1016/s1074-5521(01)00063-1,2,Design & Engineering,section_only,1.0,10.1016/s1074-5521(01)00063-1,A general approach for the generation of orthogonal tRNAs,2001.0,A general approach for the generation of orthogonal tRNAs Lei Wang Peter G Schultz 10.1016/s1074-5521(01)00063-1 Chemistry & Biology Chemistry & Biology 1074-5521 8 9 2001 Elsevier BV,03_Bell_2021_NatRevMethodsPrimers,"['Lei Wang', 'Peter G Schultz']",Chemistry & Biology
10.1126/science.1058092,2,Design & Engineering,paper_only,0.673,10.1126/science.1058092,Biosynthesis of Complex Polyketides in a Metabolically Engineered Strain of <i>E. coli</i>,2001.0,Biosynthesis of Complex Polyketides in a Metabolically Engineered Strain of <i>E. coli</i> Blaine A Pfeifer Suzanne J Admiraal Hugo Gramajo David E Cane Chaitan Khosla 10.1126/science.1058092 Science Science 0036-8075 1095-9203 291 5509 2001 American Association for the Advancement of Science (AAAS),10_Yi_2021_ChemSocRev,"['Blaine A. Pfeifer', 'Chaitan Khosla']",Science
10.1021/tx0002583,2,Design & Engineering,paper_only,1.0,10.1021/tx0002583,Common and Uncommon Cytochrome P450 Reactions Related to Metabolism and Chemical Toxicity,2001.0,Common and Uncommon Cytochrome P450 Reactions Related to Metabolism and Chemical Toxicity F P Guengerich 10.1021/tx0002583 Chemical Research in Toxicology Chem. Res. Toxicol. 0893-228X 1520-5010 14 6 2001 American Chemical Society (ACS),10_Yi_2021_ChemSocRev,['F. Peter Guengerich'],Chemical Research in Toxicology
crystal structures of penicillin acylase enzyme-substrate complexes: structural insights into the catalytic mechanism c e mcvey m a walsh g g dodson k s wilson j a brannigan j mol biol 313 2001,2,Design & Engineering,union_strong,1.0,,Crystal structures of penicillin acylase enzyme-substrate complexes: structural insights into the catalytic mechanism,2001.0,Crystal structures of penicillin acylase enzyme-substrate complexes: structural insights into the catalytic mechanism C E Mcvey M A Walsh G G Dodson K S Wilson J A Brannigan J Mol Biol 313 2001,14_Mateo_2007_BiotechnolAdv,[],J Mol Biol
10.1007/s002530100643,2,Design & Engineering,union_strong,1.0,10.1007/s002530100643,Directed evolution and the creation of enantioselective biocatalysts,2001.0,Directed evolution and the creation of enantioselective biocatalysts K-E Jaeger T Eggert A Eipper M T Reetz 10.1007/s002530100643 Applied Microbiology and Biotechnology Applied Microbiology and Biotechnology 0175-7598 1432-0614 55 5 2001 Springer Science and Business Media LLC,03_Bell_2021_NatRevMethodsPrimers,"['K.-E. Jaeger', 'M. T. Reetz']",Applied Microbiology and Biotechnology
enzyme-like proteins by computational design d n bolon s l mayo proc. natl acad. sci. usa 98 2001,2,Design & Engineering,section_only,1.0,,Enzyme-like proteins by computational design,2001.0,Enzyme-like proteins by computational design D N Bolon S L Mayo Proc. Natl Acad. Sci. USA 98 2001,03_Bell_2021_NatRevMethodsPrimers,[],Proc. Natl Acad. Sci. USA
"expression and stabilization of galactose oxidase in escherichia coli by directed evolution l sun i p petrounia m yagasaki g bandara f h arnold protein eng., des. sel 14 2001",2,Design & Engineering,union_strong,1.0,,Expression and Stabilization of Galactose Oxidase in Escherichia coli by Directed Evolution,2001.0,"Expression and Stabilization of Galactose Oxidase in Escherichia coli by Directed Evolution L Sun I P Petrounia M Yagasaki G Bandara F H Arnold Protein Eng., Des. Sel 14 2001",17_Schrittwieser_2018_ChemRev,[],"Protein Eng., Des. Sel"
functional proteins from a random sequence library a d keefe j szostak nature 410 2001,2,Design & Engineering,section_only,1.0,,Functional proteins from a random sequence library,2001.0,Functional proteins from a random sequence library A D Keefe J Szostak Nature 410 2001,07_Turner_2009_NatChemBiol,[],Nature
an efficient system for the evolution of aminoacyl-trna synthetase specificity s w santoro l wang b herberich d s king p g schultz nat. biotechnol 20 2002,2,Design & Engineering,section_only,1.0,,An efficient system for the evolution of aminoacyl-tRNA synthetase specificity,2002.0,An efficient system for the evolution of aminoacyl-tRNA synthetase specificity S W Santoro L Wang B Herberich D S King P G Schultz Nat. Biotechnol 20 2002,03_Bell_2021_NatRevMethodsPrimers,[],Nat. Biotechnol
"g desantis k wong b farwell k chatman z zhu g tomlinson h huang x tan l bibbs p chen k kretz m j j burk m am ; alexeeva a enright m j dawson m mahmoudian n turner k e j ; atkin r reiss v koehler k r bailey s hart j p turkenburg n j turner a m brzozowski g grogan angew. chem., int. ed 41 36 1218 2003, 125, 11476. 2002. 2008 chem. soc. j. mol. biol",2,Design & Engineering,section_only,1.0,,"Angew. Chem., Int. Ed",2002.0,"G Desantis K Wong B Farwell K Chatman Z Zhu G Tomlinson H Huang X Tan L Bibbs P Chen K Kretz M J J Burk M Am ; Alexeeva A Enright M J Dawson M Mahmoudian N Turner K E J ; Atkin R Reiss V Koehler K R Bailey S Hart J P Turkenburg N J Turner A M Brzozowski G Grogan Angew. Chem., Int. Ed 41 36 1218 2003, 125, 11476. 2002. 2008 Chem. Soc. J. Mol. Biol",05_Reetz_2013_JACS,[],"Angew. Chem., Int. Ed"
deracemisation of -methylbenzylamine using an enzyme obtained by in vitro evolution m alexeeva a enright m j dawson m mahmoudian n j turner angew. chem. int. ed 41 2002,2,Design & Engineering,section_only,1.0,,Deracemisation of -methylbenzylamine using an enzyme obtained by in vitro evolution,2002.0,Deracemisation of -methylbenzylamine using an enzyme obtained by in vitro evolution M Alexeeva A Enright M J Dawson M Mahmoudian N J Turner Angew. Chem. Int. Ed 41 2002,07_Turner_2009_NatChemBiol,[],Angew. Chem. Int. Ed
directed evolution of selective enzymes and hybrid catalysts m t reetz tetrahedron 58 2002,2,Design & Engineering,union_strong,1.0,,Directed evolution of selective enzymes and hybrid catalysts,2002.0,Directed evolution of selective enzymes and hybrid catalysts M T Reetz Tetrahedron 58 2002,14_Mateo_2007_BiotechnolAdv,[],Tetrahedron
"for the first examples of saturation mutagenesis at sites next to the binding pocket for enhancing stereoselectivity prior to the introduction of the acronym cast, see refs 26b and d h h hogrefe j cline g l youngblood r m allen m t reetz m bocola j d carballeira d zha a vogel n amin a d liu s ramer w aehle d meijer m metin s wong p gualfetti v schellenberger m t reetz s wu a nobili m g gall i v pavlidis m l thompson m schmidt u t bornscheuer j febs protein eng. des. sel 44 30 3084 2002, 33, 1158. (29. 2005. 2004. 2008. 2013 biotechniques angew. chem., int. ed chem. commun.",2,Design & Engineering,consensus,1.0,,"For the first examples of saturation mutagenesis at sites next to the binding pocket for enhancing stereoselectivity prior to the introduction of the acronym CAST, see refs 26b and d",2002.0,"For the first examples of saturation mutagenesis at sites next to the binding pocket for enhancing stereoselectivity prior to the introduction of the acronym CAST, see refs 26b and d H H Hogrefe J Cline G L Youngblood R M Allen M T Reetz M Bocola J D Carballeira D Zha A Vogel N Amin A D Liu S Ramer W Aehle D Meijer M Metin S Wong P Gualfetti V Schellenberger M T Reetz S Wu A Nobili M G Gall I V Pavlidis M L Thompson M Schmidt U T Bornscheuer J Febs Protein Eng. Des. Sel 44 30 3084 2002, 33, 1158. (29. 2005. 2004. 2008. 2013 BioTechniques Angew. Chem., Int. Ed Chem. Commun.",05_Reetz_2013_JACS,[],Protein Eng. Des. Sel
protein building blocks preserved by recombination c a voigt c martinez z-g wang s l mayo f h arnold nature struct. biol 9 2002,2,Design & Engineering,section_only,1.0,,Protein building blocks preserved by recombination,2002.0,Protein building blocks preserved by recombination C A Voigt C Martinez Z-G Wang S L Mayo F H Arnold Nature Struct. Biol 9 2002,09_Bommarius_2015_AnnuRevChemBiomolEng,[],Nature Struct. Biol
10.1093/protein/15.5.403,2,Design & Engineering,consensus,1.0,10.1093/protein/15.5.403,The consensus concept for thermostability engineering of proteins: further proof of concept,2002.0,"The consensus concept for thermostability engineering of proteins: further proof of concept Martin Lehmann Claudia Loch Anke Middendorf Dominik Studer Søren F Lassen Luis Pasamontes Adolphus P G M Van Loon Markus Wyss 10.1093/protein/15.5.403 Protein Engineering, Design and Selection 1741-0126 1741-0134 15 5 2002 Oxford University Press (OUP)",09_Bommarius_2015_AnnuRevChemBiomolEng,"['Martin Lehmann', 'Markus Wyss']","Protein Engineering, Design and Selection"
10.1021/ja035742h,2,Design & Engineering,union_strong,1.0,10.1021/ja035742h,"Creation of a Productive, Highly Enantioselective Nitrilase through Gene Site Saturation Mutagenesis (GSSM)",2003.0,"Creation of a Productive, Highly Enantioselective Nitrilase through Gene Site Saturation Mutagenesis (GSSM) Grace Desantis Kelvin Wong Bob Farwell Kelly Chatman Zoulin Zhu Geoff Tomlinson Hongjun Huang Xuqiu Tan Lisa Bibbs Pei Chen Keith Kretz Mark J Burk 10.1021/ja035742h Journal of the American Chemical Society J. Am. Chem. Soc. 0002-7863 1520-5126 125 38 2003 American Chemical Society (ACS) Creation of a productive, highly enantioselective nitrilase through gene site saturation mutagenesis (GSSM)",01_Bornscheuer_2012_Nature,"['Grace DeSantis', 'Mark J. Burk']",Journal of the American Chemical Society
"directed evolution of an amine oxidase possessing both broad substrate specificity and high enantioselectivity r carr m alexeeva a enright t s c eve m j dawson n j turner angew. chem., int. ed 42 2003",2,Design & Engineering,paper_only,1.0,,Directed Evolution of an Amine Oxidase Possessing Both Broad Substrate Specificity and High Enantioselectivity,2003.0,"Directed Evolution of an Amine Oxidase Possessing Both Broad Substrate Specificity and High Enantioselectivity R Carr M Alexeeva A Enright T S C Eve M J Dawson N J Turner Angew. Chem., Int. Ed 42 2003",17_Schrittwieser_2018_ChemRev,[],"Angew. Chem., Int. Ed"
directed evolution of an amine oxidase possessing both broad substrate specificity and high enantioselectivity r carr angew. chem. int. ed 42 2003,2,Design & Engineering,consensus,1.0,,Directed evolution of an amine oxidase possessing both broad substrate specificity and high enantioselectivity,2003.0,Directed evolution of an amine oxidase possessing both broad substrate specificity and high enantioselectivity R Carr Angew. Chem. Int. Ed 42 2003,07_Turner_2009_NatChemBiol,[],Angew. Chem. Int. Ed
10.1039/b311055a,2,Design & Engineering,union_strong,1.0,10.1039/b311055a,Directed evolution of enzymes: new biocatalysts for asymmetric synthesis,2003.0,Directed evolution of enzymes: new biocatalysts for asymmetric synthesis Marina Alexeeva Reuben Carr Nicholas J Turner 10.1039/b311055a Organic & Biomolecular Chemistry Org. Biomol. Chem. 1477-0520 1477-0539 1 23 4133 2003 Royal Society of Chemistry (RSC),07_Turner_2009_NatChemBiol,"['Marina Alexeeva', 'Nicholas J. Turner']",Organic & Biomolecular Chemistry
library analysis of schemaguided protein recombination m m meyer j j silberg c a voigt j b endelman s l mayo protein sci 12 2003,2,Design & Engineering,section_only,1.0,,Library analysis of SCHEMAguided protein recombination,2003.0,Library analysis of SCHEMAguided protein recombination M M Meyer J J Silberg C A Voigt J B Endelman S L Mayo Protein Sci 12 2003,09_Bommarius_2015_AnnuRevChemBiomolEng,[],Protein Sci
10.1016/s0167-7799(03)00194-x,2,Design & Engineering,union_strong,1.0,10.1016/s0167-7799(03)00194-x,Phage display as a tool for the directed evolution of enzymes,2003.0,Phage display as a tool for the directed evolution of enzymes Ana Fernandez-Gacio Marilyne Uguen Jacques Fastrez 10.1016/s0167-7799(03)00194-x Trends in Biotechnology Trends in Biotechnology 0167-7799 21 9 2003 Elsevier BV,07_Turner_2009_NatChemBiol,"['Ana Fernandez-Gacio', 'Jacques Fastrez']",Trends in Biotechnology
10.1007/s00253-002-1215-1,2,Design & Engineering,consensus,0.778,10.1007/s00253-002-1215-1,Significantly enhanced stability of glucose dehydrogenase by directed evolution,2003.0,Significantly enhanced stability of glucose dehydrogenase by directed evolution S-H Baik T Ide H Yoshida O Kagami S Harayama 10.1007/s00253-002-1215-1 Applied Microbiology and Biotechnology Appl Microbiol Biotechnol 0175-7598 1432-0614 61 4 2003 Springer Science and Business Media LLC,09_Bommarius_2015_AnnuRevChemBiomolEng,"['S.-H. Baik', 'S. Harayama']",Applied Microbiology and Biotechnology
stereoinversion of -and γ-substituted--amino acids using a chemoenzymatic oxidation-reduction procedure a enright chem. commun. (camb.) 2003,2,Design & Engineering,union_strong,1.0,,Stereoinversion of -and γ-substituted--amino acids using a chemoenzymatic oxidation-reduction procedure,2003.0,Stereoinversion of -and γ-substituted--amino acids using a chemoenzymatic oxidation-reduction procedure A Enright Chem. Commun. (Camb.) 2003,07_Turner_2009_NatChemBiol,[],Chem. Commun. (Camb.)
a versatile chemo-enzymatic route to enantiomerically pure -branched--amino acids g j roff r c lloyd n j turner j. am. chem. soc 126 2004,2,Design & Engineering,union_strong,1.0,,A versatile chemo-enzymatic route to enantiomerically pure -branched--amino acids,2004.0,A versatile chemo-enzymatic route to enantiomerically pure -branched--amino acids G J Roff R C Lloyd N J Turner J. Am. Chem. Soc 126 2004,07_Turner_2009_NatChemBiol,[],J. Am. Chem. Soc
10.1110/ps.03333504,2,Design & Engineering,paper_only,0.556,10.1110/ps.03333504,An evolutionary route to xylanase process fitness,2004.0,An evolutionary route to xylanase process fitness Nisha Palackal Yali Brennan Walter N Callen Paul Dupree Gerhard Frey Florence Goubet Geoffrey P Hazlewood Shaun Healey Young E Kang Keith A Kretz Edd Lee Xuqiu Tan Geoffery L Tomlinson John Verruto Vicky W K Wong Eric J Mathur Jay M Short Dan E Robertson Brian A Steer 10.1110/ps.03333504 Protein Science Protein Science 0961-8368 1469-896X 13 2 2004 Wiley,09_Bommarius_2015_AnnuRevChemBiomolEng,"['Nisha Palackal', 'Brian A. Steer']",Protein Science
construction of stabilized proteins by combinatorial consensus mutagenesis n amin a d liu s ramer w aehle d meijer protein eng. des. sel 17 2004,2,Design & Engineering,consensus,1.0,,Construction of stabilized proteins by combinatorial consensus mutagenesis,2004.0,Construction of stabilized proteins by combinatorial consensus mutagenesis N Amin A D Liu S Ramer W Aehle D Meijer Protein Eng. Des. Sel 17 2004,09_Bommarius_2015_AnnuRevChemBiomolEng,[],Protein Eng. Des. Sel
